A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
2965,medium,high,low,very_high,very_low,very_low,very_low,good
2966,medium,low,high,medium,high,low,very_high,bad
2967,high,medium,very_low,very_high,low,low,low,good
2968,medium,very_low,very_low,low,very_high,very_high,low,bad
2969,low,very_low,low,very_high,low,low,very_low,bad
2970,very_low,low,high,low,low,low,very_low,bad
2971,low,very_low,very_high,low,medium,high,high,good
2972,very_high,very_low,very_high,high,high,very_high,high,good
2973,low,high,low,very_low,medium,very_low,medium,good
2974,low,medium,high,low,very_high,low,very_high,bad
2975,very_high,low,very_low,low,very_low,very_high,low,good
2976,medium,medium,very_high,medium,low,high,very_high,good
2977,low,high,low,very_low,very_high,low,very_high,bad
2978,high,high,high,low,very_high,very_low,very_high,good
2979,very_low,very_low,medium,low,medium,very_high,very_low,bad
2980,very_low,low,very_high,low,medium,low,very_high,bad
2981,very_high,very_high,medium,very_low,high,low,high,good
2982,high,medium,low,low,very_high,medium,high,bad
2983,low,low,very_high,very_low,medium,high,very_low,good
2984,low,high,high,medium,medium,low,very_high,bad
2985,low,low,high,very_low,very_high,low,very_high,bad
2986,low,medium,very_high,low,high,medium,low,good
2987,very_low,high,very_high,very_low,very_high,high,low,bad
2988,very_high,low,medium,high,very_high,very_low,very_high,good
2989,low,high,very_low,low,very_low,high,low,bad
2990,very_low,medium,low,very_low,medium,very_high,very_low,bad
2991,very_low,very_low,medium,very_low,low,very_high,very_low,bad
2992,low,high,very_high,very_high,very_low,low,high,bad
2993,low,medium,very_low,medium,high,very_high,medium,bad
2994,high,medium,medium,medium,very_high,low,high,bad
2995,high,very_low,very_high,very_high,very_low,low,high,bad
2996,medium,high,high,very_low,very_low,high,very_low,good
2997,very_high,very_high,low,medium,very_low,high,very_high,bad
2998,very_low,medium,medium,very_low,medium,medium,very_low,bad
2999,high,medium,high,medium,low,very_high,high,good
3000,medium,high,medium,medium,high,high,medium,bad
3001,medium,very_low,very_high,very_low,very_high,very_low,very_high,good
3002,low,low,very_high,medium,high,medium,low,good
3003,medium,medium,very_low,high,medium,very_high,very_low,bad
3004,low,medium,very_high,medium,high,very_low,high,good
3005,very_low,high,very_high,high,very_low,low,very_high,bad
3006,very_high,high,very_low,very_low,medium,high,medium,good
3007,very_low,high,very_high,high,high,low,very_high,bad
3008,high,very_high,very_low,very_high,low,low,high,bad
3009,medium,very_low,very_low,medium,very_low,high,very_low,bad
3010,medium,medium,very_high,medium,very_low,very_low,high,bad
3011,very_low,very_high,low,very_high,very_low,very_low,medium,good
3012,very_low,low,medium,low,very_low,very_high,medium,bad
3013,very_low,very_high,high,very_low,medium,medium,very_low,good
3014,very_low,high,high,low,low,very_high,high,bad
3015,low,high,low,very_high,very_low,low,medium,bad
3016,high,very_low,very_high,very_high,very_low,very_low,low,bad
3017,very_high,very_low,medium,very_low,very_high,low,very_high,good
3018,high,high,high,low,medium,very_low,very_high,good
3019,medium,high,low,high,high,medium,low,bad
3020,very_low,very_low,very_high,medium,high,low,very_low,bad
3021,very_low,medium,very_high,very_high,very_low,very_high,low,bad
3022,very_low,very_low,very_high,high,low,medium,very_low,bad
3023,very_low,very_high,medium,very_low,medium,high,low,good
3024,low,very_low,very_high,low,very_high,very_low,high,good
3025,low,very_low,medium,low,low,medium,very_low,bad
3026,high,low,very_high,very_low,very_low,very_high,medium,good
3027,low,high,very_high,very_low,high,high,very_low,good
3028,medium,very_low,very_low,very_low,very_high,very_high,very_high,bad
3029,very_high,medium,low,very_low,very_high,low,very_high,good
3030,high,high,very_low,very_high,low,very_high,very_low,bad
3031,high,very_low,very_high,high,medium,high,very_high,good
3032,low,low,very_high,very_low,low,very_high,high,good
3033,low,very_high,very_low,very_high,low,high,medium,bad
3034,low,high,medium,medium,low,low,low,bad
3035,very_high,very_low,low,medium,high,medium,high,good
3036,medium,very_high,medium,medium,high,high,high,bad
3037,low,low,high,low,high,medium,very_low,bad
3038,very_high,very_high,very_low,low,very_low,high,low,good
3039,medium,very_high,medium,low,low,very_low,very_high,good
3040,very_high,low,medium,very_low,very_high,low,high,good
3041,low,low,very_low,medium,high,very_high,very_high,bad
3042,very_low,medium,very_high,high,very_high,very_low,very_low,good
3043,low,very_high,medium,high,high,low,very_low,good
3044,low,low,high,high,very_low,high,low,bad
3045,high,medium,low,high,low,medium,medium,bad
3046,very_low,high,very_high,high,low,low,very_high,bad
3047,very_low,high,high,high,very_high,high,very_high,bad
3048,low,very_high,medium,high,high,low,very_low,good
3049,very_high,very_low,medium,very_low,very_high,medium,very_high,good
3050,high,low,low,very_low,low,medium,medium,good
3051,high,very_high,low,high,low,low,very_low,bad
3052,very_high,low,high,very_high,low,high,very_high,good
3053,very_high,very_high,very_low,high,low,very_low,medium,bad
3054,very_low,medium,very_high,very_low,medium,medium,low,good
3055,medium,very_low,low,high,very_low,very_high,very_low,bad
3056,medium,high,medium,low,high,high,very_low,good
3057,very_high,very_low,very_high,medium,very_low,low,very_low,bad
3058,high,medium,medium,very_low,high,low,high,good
3059,high,high,medium,medium,very_low,low,high,bad
3060,low,medium,low,medium,medium,very_high,medium,bad
3061,medium,medium,very_high,medium,high,medium,medium,good
3062,low,high,high,high,high,low,medium,bad
3063,medium,medium,high,low,low,low,low,bad
3064,very_low,very_low,very_high,low,very_high,low,very_low,good
3065,very_high,very_high,very_low,high,medium,low,very_low,bad
3066,low,very_high,medium,very_low,very_high,low,very_low,good
3067,low,very_high,very_low,very_low,high,medium,medium,good
3068,medium,very_high,low,very_high,very_low,very_high,very_low,bad
3069,high,medium,low,medium,low,low,medium,good
3070,high,medium,high,medium,medium,high,medium,good
3071,low,low,very_high,very_high,very_high,very_low,medium,good
3072,very_low,very_low,high,low,medium,medium,very_high,bad
3073,low,medium,medium,very_high,very_low,very_high,low,bad
3074,very_low,very_high,low,medium,very_low,low,medium,bad
3075,low,very_low,high,low,very_low,low,very_low,bad
3076,high,very_high,very_high,medium,high,very_low,high,bad
3077,high,very_low,high,very_high,very_low,very_low,very_low,bad
3078,low,low,low,medium,medium,very_high,medium,bad
3079,very_low,very_high,high,very_low,low,high,very_low,good
3080,very_low,very_high,low,very_low,high,very_low,very_low,good
3081,medium,high,high,very_high,very_high,low,medium,good
3082,very_low,low,very_high,medium,medium,high,high,good
3083,high,medium,very_low,very_low,high,very_high,very_low,bad
3084,low,high,very_low,medium,very_low,very_high,low,bad
3085,high,low,medium,very_high,high,very_high,very_high,good
3086,very_low,high,high,low,medium,medium,very_low,good
3087,high,medium,low,very_low,very_high,low,very_high,good
3088,very_low,very_low,low,medium,very_low,very_high,very_low,bad
3089,high,medium,low,very_high,medium,high,medium,good
3090,low,very_low,very_high,very_low,very_low,high,very_low,bad
3091,high,high,high,very_high,medium,very_low,high,good
3092,low,medium,high,very_low,very_high,very_low,very_high,bad
3093,very_low,very_low,low,low,very_high,very_high,very_low,bad
3094,low,medium,medium,low,high,medium,high,bad
3095,low,high,high,very_high,very_low,medium,high,bad
3096,low,low,high,high,very_low,medium,low,bad
3097,very_high,very_low,very_low,very_low,medium,very_high,very_low,bad
3098,very_low,medium,high,very_high,high,low,high,good
3099,high,very_high,high,medium,high,very_low,high,bad
3100,very_high,very_low,very_high,very_high,high,high,high,good
3101,high,medium,very_low,low,low,medium,medium,bad
3102,medium,medium,low,medium,very_low,low,very_low,bad
3103,very_low,very_high,medium,very_high,very_low,very_high,low,bad
3104,low,low,medium,very_low,medium,very_high,low,bad
3105,high,medium,very_low,low,high,high,medium,bad
3106,medium,medium,low,high,low,low,medium,good
3107,very_low,low,medium,medium,low,very_high,high,bad
3108,low,low,low,high,low,very_high,medium,bad
3109,very_high,medium,medium,very_high,high,very_low,high,good
3110,very_high,high,low,high,low,medium,very_high,good
3111,very_low,very_high,high,medium,high,very_low,very_low,good
3112,very_low,very_low,low,high,very_high,very_high,high,bad
3113,low,very_high,high,medium,medium,medium,very_low,good
3114,medium,very_high,high,low,medium,low,high,bad
3115,very_high,very_low,low,very_high,low,low,medium,good
3116,high,very_low,very_high,medium,medium,very_high,very_low,good
3117,very_low,very_low,low,low,medium,very_high,very_high,bad
3118,medium,very_high,medium,medium,low,very_low,high,bad
3119,very_high,very_low,low,medium,very_low,medium,medium,good
3120,medium,very_low,very_high,high,high,high,medium,good
3121,medium,very_high,very_low,very_high,low,medium,very_high,bad
3122,high,high,high,high,low,low,medium,bad
3123,low,very_high,medium,very_high,low,very_low,low,good
3124,very_low,very_high,very_high,low,medium,very_low,very_low,good
3125,high,low,low,high,low,very_high,medium,bad
3126,very_high,very_high,low,very_high,low,very_low,high,bad
3127,medium,high,low,high,low,high,very_low,bad
3128,very_low,very_low,very_high,very_low,high,high,medium,good
3129,medium,very_high,high,high,high,low,high,bad
3130,very_high,very_low,low,high,medium,low,medium,good
3131,very_high,very_high,low,medium,low,low,low,bad
3132,very_low,medium,very_high,high,high,medium,very_high,bad
3133,low,very_high,very_low,low,low,very_high,high,bad
3134,medium,very_low,very_high,medium,high,medium,low,good
3135,low,very_low,very_high,high,very_high,high,medium,good
3136,very_high,medium,medium,very_low,medium,medium,high,good
3137,very_high,high,very_low,high,low,high,low,good
3138,very_low,high,high,medium,very_high,low,very_low,good
3139,very_low,very_low,very_high,high,very_high,low,low,good
3140,low,high,high,very_low,low,high,very_low,good
3141,high,high,low,high,medium,very_low,high,good
3142,very_high,high,very_low,high,very_low,high,low,good
3143,very_low,medium,very_high,high,low,low,very_high,bad
3144,very_low,very_low,medium,high,low,medium,very_low,bad
3145,very_high,very_low,low,medium,very_high,low,high,good
3146,very_low,very_high,high,low,low,high,low,good
3147,very_low,medium,high,very_low,low,medium,very_low,bad
3148,very_high,high,medium,very_high,medium,very_low,high,good
3149,medium,very_low,very_high,low,medium,high,medium,good
3150,high,very_low,very_high,low,medium,very_high,medium,good
3151,very_low,very_high,medium,high,medium,medium,medium,good
3152,high,medium,very_low,very_low,very_high,very_high,low,bad
3153,low,medium,very_low,very_high,medium,very_high,high,bad
3154,low,medium,very_low,low,medium,high,very_low,bad
3155,low,medium,very_high,high,very_low,very_low,low,bad
3156,medium,medium,low,high,very_low,low,low,good
3157,very_high,low,very_low,low,high,very_high,low,bad
3158,high,very_high,medium,medium,low,low,very_high,good
3159,very_low,high,very_high,high,very_low,medium,very_low,bad
3160,low,very_low,high,low,medium,very_high,low,bad
3161,low,very_high,low,medium,medium,medium,low,bad
3162,very_low,medium,high,high,low,high,high,bad
3163,very_high,high,very_low,low,very_high,very_high,medium,bad
3164,very_high,very_low,very_low,very_high,medium,low,high,good
3165,very_high,low,very_low,very_low,high,medium,high,good
3166,low,medium,medium,low,low,high,low,bad
3167,high,medium,low,high,medium,high,low,bad
3168,low,medium,medium,very_high,high,very_low,medium,good
3169,very_low,low,very_high,very_low,medium,high,low,good
3170,high,very_high,low,very_high,very_low,very_low,high,good
3171,very_high,very_low,very_low,low,medium,high,high,good
3172,very_high,very_high,high,very_high,very_low,low,medium,good
3173,medium,high,medium,medium,medium,low,high,bad
3174,low,very_high,high,high,high,very_low,low,good
3175,very_high,low,low,very_high,high,low,medium,good
3176,very_high,very_high,very_low,high,very_low,high,medium,good
3177,very_low,very_high,very_low,very_low,very_low,high,low,good
3178,high,low,high,very_low,medium,low,high,good
3179,high,low,medium,very_high,medium,medium,medium,bad
3180,very_high,low,high,high,very_low,medium,high,bad
3181,very_low,high,very_high,very_low,medium,medium,low,good
3182,low,very_low,very_low,medium,low,very_high,high,good
3183,medium,high,medium,low,low,very_high,low,good
3184,low,very_high,medium,low,medium,high,very_low,good
3185,medium,medium,high,medium,very_low,very_low,high,bad
3186,very_high,medium,medium,very_high,very_high,very_low,high,good
3187,very_low,medium,medium,medium,medium,very_high,high,bad
3188,very_high,low,medium,very_high,very_high,very_low,medium,good
3189,very_low,medium,very_high,high,very_high,low,low,good
3190,very_low,high,very_high,very_low,medium,medium,very_low,good
3191,very_low,very_high,low,very_low,medium,medium,low,bad
3192,very_high,very_high,very_low,medium,low,medium,high,bad
3193,high,high,medium,very_low,very_low,low,medium,good
3194,high,very_high,very_high,high,medium,very_low,very_high,bad
3195,very_high,low,low,low,high,low,medium,good
3196,very_low,low,high,high,medium,medium,high,bad
3197,high,low,high,very_low,very_high,very_low,very_high,bad
3198,low,very_high,very_low,very_low,very_low,high,high,bad
3199,low,medium,very_high,medium,medium,medium,very_low,good
3200,low,very_high,very_high,very_high,high,very_low,very_high,bad
3201,medium,medium,medium,medium,low,high,very_low,bad
3202,high,very_low,very_low,very_high,low,medium,very_low,good
3203,very_low,very_high,high,very_high,very_low,very_low,low,good
3204,very_low,high,low,medium,low,high,very_low,bad
3205,very_low,very_low,medium,medium,very_low,very_high,very_low,bad
3206,medium,low,very_low,low,medium,very_high,medium,bad
3207,very_low,medium,very_low,very_low,medium,very_high,low,bad
3208,low,very_high,very_low,low,very_high,very_high,low,bad
3209,medium,high,very_high,very_low,very_high,very_low,very_high,good
3210,low,high,very_high,high,very_low,very_low,very_high,bad
3211,high,low,low,medium,very_high,very_high,high,bad
3212,high,very_low,medium,low,very_high,low,very_high,good
3213,low,high,medium,low,medium,high,very_low,good
3214,low,high,very_high,very_high,very_low,low,low,bad
3215,very_high,very_low,low,very_low,very_high,low,high,good
3216,very_low,high,very_high,very_low,very_high,low,very_low,good
3217,low,very_low,very_high,high,high,medium,low,bad
3218,high,very_high,low,very_high,low,very_low,very_high,good
3219,low,very_low,very_low,low,high,very_high,very_high,bad
3220,high,medium,very_high,very_low,low,high,very_low,good
3221,low,medium,high,medium,high,high,low,good
3222,very_high,very_high,high,medium,medium,very_low,high,good
3223,low,high,high,low,medium,very_high,very_high,bad
3224,very_low,high,very_high,low,very_high,low,very_low,good
3225,very_high,medium,low,medium,high,low,high,bad
3226,high,high,high,medium,high,very_low,very_high,good
3227,very_low,very_high,high,low,high,low,very_low,good
3228,very_low,very_low,low,high,medium,very_high,very_high,bad
3229,very_high,medium,very_low,very_high,low,very_low,low,good
3230,medium,high,medium,low,high,medium,very_low,good
3231,low,medium,high,very_high,high,medium,high,good
3232,very_low,very_high,very_low,high,very_low,high,high,bad
3233,very_low,low,very_low,low,very_low,very_high,very_low,bad
3234,very_low,low,high,high,medium,very_high,high,bad
3235,very_high,medium,high,low,low,very_high,low,good
3236,high,low,medium,low,high,low,high,bad
3237,medium,very_low,very_high,high,high,high,medium,good
3238,very_low,low,very_high,medium,high,low,very_high,bad
3239,high,high,low,very_low,very_low,high,very_low,good
3240,high,high,low,low,high,low,very_high,bad
3241,very_low,low,very_high,high,very_high,low,low,good
3242,very_high,very_high,medium,very_low,very_high,low,very_high,good
3243,very_high,high,very_low,low,very_high,high,medium,bad
3244,low,very_low,very_high,very_low,medium,high,very_low,good
3245,low,very_high,low,high,low,low,medium,bad
3246,low,very_low,high,very_low,medium,very_high,very_low,bad
3247,high,low,high,low,low,medium,very_low,bad
3248,medium,medium,high,low,high,medium,very_low,good
3249,high,low,very_low,low,low,very_high,very_low,bad
3250,high,medium,medium,very_low,low,high,low,bad
3251,very_low,very_low,very_low,low,very_low,very_high,very_low,bad
3252,very_high,low,very_low,medium,medium,very_high,low,bad
3253,very_high,very_high,low,medium,high,very_low,medium,good
3254,very_low,low,very_high,medium,medium,high,very_high,bad
3255,high,medium,low,low,low,high,low,bad
3256,medium,very_high,low,very_high,medium,very_low,medium,good
3257,very_low,very_low,very_low,medium,very_low,very_high,very_low,bad
3258,very_high,very_low,medium,very_high,low,low,high,good
3259,low,low,high,high,medium,medium,high,bad
3260,very_high,high,very_low,very_high,low,low,very_high,good
3261,medium,high,low,very_low,very_high,low,medium,bad
3262,very_high,medium,medium,very_high,very_high,very_low,very_high,good
3263,medium,very_high,high,low,very_high,very_low,high,good
3264,very_high,very_low,high,very_high,very_low,medium,medium,bad
3265,high,low,low,high,medium,low,high,good
3266,high,high,very_low,high,very_high,medium,high,bad
3267,high,very_low,low,very_low,very_high,high,high,bad
3268,low,low,low,medium,low,high,very_high,bad
3269,very_high,very_low,low,very_low,very_high,medium,very_high,good
3270,low,low,medium,low,high,high,high,bad
3271,very_low,medium,low,low,high,very_high,medium,bad
3272,low,high,very_low,high,medium,very_high,high,bad
3273,low,high,very_high,medium,high,very_low,very_high,bad
3274,medium,very_high,high,medium,medium,very_low,very_high,bad
3275,very_low,very_high,very_high,high,very_high,very_low,low,good
3276,medium,high,medium,low,medium,very_low,low,good
3277,very_high,very_high,very_low,high,medium,high,high,good
3278,medium,very_high,very_low,very_low,very_low,high,low,good
3279,very_high,very_high,low,very_high,low,low,very_high,good
3280,high,high,very_low,very_high,very_low,very_low,low,good
3281,medium,high,medium,very_low,medium,low,medium,good
3282,high,medium,medium,high,high,very_low,high,good
3283,very_low,very_low,high,medium,low,medium,very_low,bad
3284,very_high,medium,low,very_high,low,very_low,very_high,good
3285,medium,medium,medium,medium,medium,low,very_high,bad
3286,very_low,very_high,medium,low,very_low,medium,high,bad
3287,high,very_low,high,very_low,very_high,low,very_high,good
3288,very_low,high,very_high,very_low,very_high,low,very_low,good
3289,very_low,low,high,low,medium,medium,very_low,bad
3290,very_low,high,very_low,high,very_low,very_high,low,bad
3291,low,low,very_high,very_low,high,medium,very_low,good
3292,medium,very_low,very_low,very_low,very_high,very_high,high,bad
3293,low,medium,medium,medium,high,high,high,bad
3294,medium,high,high,high,low,very_low,high,bad
3295,low,low,high,low,medium,very_low,medium,good
3296,very_high,medium,medium,high,high,very_low,high,good
3297,high,very_high,medium,very_high,low,very_low,high,good
3298,medium,low,high,very_high,very_low,very_low,very_low,bad
3299,very_high,high,high,very_high,very_low,low,very_high,bad
3300,very_low,very_low,medium,low,very_high,high,very_high,bad
3301,medium,low,high,low,high,high,low,good
3302,low,medium,high,high,medium,high,medium,good
3303,low,high,very_high,low,medium,medium,medium,good
3304,very_low,very_high,low,high,medium,medium,low,good
3305,very_high,very_low,medium,high,medium,low,high,good
3306,very_high,medium,very_low,high,low,very_high,low,bad
3307,low,medium,medium,very_high,very_low,very_high,high,bad
3308,very_low,medium,very_high,medium,very_high,very_low,very_low,good
3309,medium,high,very_high,medium,medium,very_low,high,good
3310,low,high,very_high,very_high,very_low,very_low,high,bad
3311,very_high,high,low,very_high,very_low,low,very_high,good
3312,very_low,very_high,very_high,low,high,very_low,high,bad
3313,low,low,very_high,very_low,medium,high,very_low,good
3314,low,medium,medium,low,high,low,very_high,bad
3315,high,very_high,medium,high,low,low,very_low,bad
3316,medium,high,medium,high,low,very_low,high,good
3317,low,very_high,medium,very_high,very_low,very_low,high,good
3318,high,very_high,low,low,low,high,very_low,good
3319,very_low,low,very_high,very_high,low,low,low,bad
3320,very_high,very_low,medium,very_high,very_low,very_high,high,good
3321,low,high,high,very_low,very_high,very_low,very_high,bad
3322,low,high,medium,very_low,very_high,medium,very_high,bad
3323,medium,high,very_high,low,low,high,low,good
3324,medium,medium,low,low,very_high,high,low,bad
3325,very_high,high,low,low,high,low,medium,good
3326,very_high,low,very_low,very_high,very_high,low,high,good
3327,very_low,high,high,very_low,high,high,very_low,good
3328,very_low,high,very_high,low,high,medium,medium,bad
3329,high,high,low,medium,low,low,low,bad
3330,high,very_high,very_low,low,low,high,medium,good
3331,medium,medium,medium,high,high,medium,very_low,good
3332,high,high,low,medium,low,low,low,bad
3333,low,medium,very_high,low,high,very_low,high,good
3334,high,very_low,high,medium,low,low,very_low,bad
3335,very_low,high,high,low,very_high,low,high,bad
3336,very_high,medium,very_low,very_low,very_high,high,high,good
3337,very_low,very_high,very_high,high,low,very_low,high,bad
3338,very_high,very_high,very_low,very_low,medium,high,low,good
3339,very_low,high,very_high,medium,medium,very_low,very_high,bad
3340,very_high,low,medium,very_high,very_low,very_low,medium,bad
3341,high,very_low,medium,high,low,medium,very_high,bad
3342,low,very_low,low,low,medium,very_high,very_low,bad
3343,low,medium,very_high,high,low,low,medium,bad
3344,medium,low,medium,medium,very_high,low,very_high,bad
3345,medium,very_high,high,low,very_high,very_low,high,bad
3346,high,high,medium,high,very_low,low,low,bad
3347,high,very_low,high,medium,high,very_low,high,good
3348,medium,high,very_low,medium,very_low,low,low,good
3349,very_low,very_high,low,very_low,very_high,very_low,very_low,good
3350,low,medium,high,low,medium,low,very_high,bad
3351,very_high,very_low,high,medium,very_high,very_low,high,good
3352,medium,medium,very_low,high,high,very_high,low,bad
3353,very_high,low,very_low,high,medium,medium,very_high,good
3354,low,medium,very_high,high,high,low,low,good
3355,very_high,low,very_low,very_low,high,medium,high,bad
3356,medium,low,very_low,medium,medium,very_high,low,bad
3357,medium,medium,very_low,high,very_low,medium,very_low,good
3358,high,very_low,very_low,medium,medium,medium,medium,good
3359,very_low,high,high,medium,very_high,medium,very_high,bad
3360,medium,high,high,low,very_low,low,medium,bad
3361,high,very_high,very_high,low,medium,very_low,very_high,good
3362,very_high,very_high,low,very_high,medium,very_low,very_high,good
3363,very_high,high,medium,high,high,low,very_high,good
3364,medium,low,very_high,medium,high,medium,very_low,good
3365,very_low,high,very_low,very_low,low,very_high,very_low,bad
3366,low,medium,very_high,low,very_low,high,very_high,bad
3367,low,medium,high,high,high,medium,very_low,good
3368,very_low,low,low,very_low,very_low,very_high,very_low,bad
3369,high,very_high,high,very_high,very_low,very_low,high,good
3370,low,medium,very_high,low,very_high,low,very_low,bad
3371,high,very_high,low,very_high,low,medium,high,good
3372,very_high,high,very_low,medium,high,high,very_high,good
3373,medium,very_high,very_low,low,low,medium,medium,bad
3374,very_high,low,medium,very_high,low,very_high,very_high,good
3375,low,low,high,very_high,very_low,high,high,bad
3376,low,very_low,medium,medium,medium,high,very_high,bad
3377,high,medium,medium,very_high,medium,very_low,very_high,good
3378,very_high,very_high,low,very_low,high,medium,very_high,good
3379,high,low,high,very_high,high,high,medium,good
3380,high,very_low,low,low,very_high,low,very_high,good
3381,very_high,very_high,very_high,very_low,medium,low,very_high,good
3382,very_high,low,high,low,very_low,very_low,very_low,bad
3383,high,high,high,low,high,very_low,high,good
3384,very_low,medium,high,low,medium,high,very_high,bad
3385,very_low,very_high,high,very_low,low,low,very_low,good
3386,low,medium,high,low,high,high,low,bad
3387,medium,medium,low,high,very_high,very_low,medium,good
3388,very_low,very_high,very_high,very_high,very_low,very_low,high,bad
3389,low,medium,high,very_high,high,medium,low,bad
3390,very_high,very_low,very_high,high,low,very_high,medium,good
3391,very_high,very_low,high,low,very_high,low,very_high,good
3392,low,very_high,medium,low,medium,low,high,bad
3393,very_low,very_high,very_high,medium,very_high,very_low,very_low,good
3394,very_high,medium,very_low,medium,low,high,high,good
3395,low,high,medium,very_low,medium,very_high,high,bad
3396,medium,high,very_low,high,very_low,medium,medium,bad
3397,low,very_low,very_low,medium,low,high,very_high,bad
3398,very_high,low,medium,very_high,very_high,very_low,very_high,good
3399,high,high,low,medium,low,high,medium,bad
3400,very_high,very_low,very_low,very_high,very_high,medium,medium,good
3401,very_high,medium,low,high,medium,high,very_low,good
3402,low,very_low,very_high,low,very_high,high,very_low,good
3403,low,high,low,very_low,very_high,very_high,very_low,bad
3404,very_high,very_low,very_low,low,medium,high,medium,good
3405,very_high,very_low,low,low,very_high,low,medium,good
3406,medium,high,very_high,low,medium,very_low,very_high,bad
3407,medium,very_low,high,very_high,very_low,high,low,bad
3408,very_low,very_high,medium,high,high,low,medium,good
3409,very_low,very_low,very_high,very_low,medium,high,medium,good
3410,very_low,very_high,medium,very_high,very_low,very_low,medium,good
3411,low,very_high,very_low,high,medium,high,medium,bad
3412,very_high,low,medium,medium,very_low,very_high,high,good
3413,low,high,very_high,medium,very_high,very_low,very_high,bad
3414,very_high,low,very_low,very_high,medium,medium,very_high,good
3415,low,very_high,very_high,very_high,very_low,very_low,medium,bad
3416,high,very_low,very_high,very_high,medium,very_high,very_high,good
3417,very_low,high,very_high,very_low,very_low,high,low,good
3418,high,medium,medium,high,very_low,low,medium,bad
3419,low,high,low,very_high,low,very_low,low,good
3420,low,medium,high,low,medium,high,low,bad
3421,medium,medium,medium,very_high,very_high,medium,very_low,good
3422,very_high,low,very_low,very_high,very_low,high,medium,good
3423,low,high,medium,very_low,low,high,medium,bad
3424,very_high,high,medium,very_low,medium,high,very_high,good
3425,very_low,very_high,high,very_low,low,high,very_low,good
3426,very_high,very_low,very_low,medium,high,medium,low,good
3427,very_high,very_low,very_low,medium,very_high,high,medium,bad
3428,high,very_high,very_low,low,high,very_high,very_low,bad
3429,very_low,medium,very_low,high,medium,high,very_low,bad
3430,very_high,medium,medium,low,medium,very_low,high,bad
3431,very_low,very_low,low,low,high,high,very_high,bad
3432,very_low,very_high,very_high,high,very_high,very_low,very_high,bad
3433,medium,high,high,low,very_low,high,low,good
3434,very_high,medium,low,low,medium,medium,very_high,good
3435,high,very_low,very_high,very_low,medium,very_low,low,good
3436,medium,medium,medium,low,low,low,low,bad
3437,high,low,medium,high,very_low,medium,medium,bad
3438,medium,very_high,low,low,very_low,low,high,good
3439,very_high,very_low,very_low,very_high,medium,low,low,good
3440,very_high,very_low,very_high,high,low,very_high,high,good
3441,very_high,very_low,high,high,very_low,medium,low,bad
3442,low,high,high,medium,very_high,medium,very_high,bad
3443,medium,high,medium,very_low,medium,high,very_low,good
3444,medium,very_low,very_high,very_high,very_high,medium,very_high,good
3445,very_low,very_high,very_low,very_low,low,high,low,bad
3446,low,medium,low,high,medium,high,medium,bad
3447,very_low,very_high,high,medium,high,low,medium,good
3448,medium,very_high,medium,medium,low,very_low,high,good
3449,medium,high,low,high,low,high,medium,bad
3450,low,low,medium,very_low,very_low,very_high,low,bad
3451,low,very_low,very_low,medium,medium,very_high,high,bad
3452,medium,high,low,high,medium,very_low,medium,good
3453,very_high,low,high,medium,low,very_high,very_low,good
3454,very_high,very_high,low,high,medium,low,high,good
3455,very_high,low,very_low,very_high,low,high,very_low,bad
3456,medium,low,low,high,low,medium,very_low,bad
3457,very_low,high,medium,low,high,very_high,very_low,bad
3458,very_high,very_low,high,high,high,very_high,low,good
3459,medium,very_low,very_high,medium,very_high,very_low,high,good
3460,high,very_low,low,high,very_low,high,very_low,bad
3461,high,low,very_low,high,low,high,very_low,bad
3462,low,very_high,very_low,low,very_high,medium,very_low,good
3463,low,very_high,high,high,low,low,low,bad
3464,very_high,low,low,very_high,high,high,very_low,good
3465,high,very_low,very_low,medium,medium,very_high,very_low,bad
3466,high,very_low,high,low,medium,very_high,medium,good
3467,very_low,very_high,very_high,high,high,medium,high,bad
3468,high,low,low,medium,medium,medium,very_low,bad
3469,medium,very_low,very_low,very_low,very_high,very_high,very_high,bad
3470,low,low,low,very_high,very_low,very_high,very_low,bad
3471,low,very_low,low,very_low,very_high,very_high,very_high,bad
3472,medium,medium,very_high,low,low,high,low,good
3473,high,high,medium,medium,medium,low,very_high,good
3474,medium,medium,low,very_high,very_high,very_low,very_high,good
3475,medium,very_low,very_high,low,low,very_high,medium,good
3476,low,medium,very_high,low,very_high,very_low,very_high,bad
3477,very_high,very_low,very_low,very_high,very_high,low,high,good
3478,low,high,very_high,very_low,low,very_low,high,good
3479,medium,high,medium,medium,high,medium,very_low,good
3480,low,low,high,very_high,very_high,medium,very_low,good
3481,very_low,very_low,very_high,very_low,low,very_high,very_low,bad
3482,medium,medium,low,medium,very_low,high,medium,bad
3483,low,medium,very_low,low,high,very_high,low,bad
3484,very_high,high,very_low,high,very_low,high,medium,good
3485,medium,low,very_low,high,medium,very_high,high,bad
3486,low,very_high,very_low,high,very_low,low,very_low,good
3487,high,medium,very_low,medium,high,high,low,bad
3488,low,very_low,very_low,medium,very_high,very_low,high,good
3489,medium,high,high,high,low,very_low,very_high,bad
3490,high,low,low,very_high,high,very_low,medium,good
3491,very_high,high,medium,high,medium,very_low,very_high,bad
3492,low,very_low,very_low,very_low,high,very_high,very_high,bad
3493,medium,very_low,very_high,medium,low,very_high,high,good
